skuagr_2,descriprod_agrp2,lineaproducto,grupo_producto,sub_grupo_1,sub_grupo_2,cobertura_contrato,perfil_terapeutico,atc,base_pbs,grupo_riesgo
31251069G5,COLAGENO HIDROLIZADO + PROTEINA DE SUERO LACTEO 2.0 KCAL/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,COSM,NO PBS,199
31331975G5,COLCHICINA 0.5 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M04AC01,PBS 2021,199
31457869G5,COLECALCIFEROL 25.000 UI/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SUPLEMENTOS Y VITAMINAS,A11CC05,INCLUSION 2022,199
31566356G5,COLESTIRAMINA 4 GR  POLVO GRANULADO,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C10AC01,PBS 2021,101
31620375G5,COLOZYN   TABLETA,GENERICOS,ALTO COSTO,HOMEOP TICOS,0,NO PBS,Z-NOAGRUPADO,HOMEO,NO PBS,199
31720366G5,COMPLEJO B (VITAMINA B1+B2+B3+B6)   SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,SUPLEMENTOS Y VITAMINAS,A11DB99,INCLUSION 2022,199
31720375G5,COMPLEJO B (VITAMINA B1+B2+B3+B6)   TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SUPLEMENTOS Y VITAMINAS,A11DB99,INCLUSION 2022,199
31897286G5,CONDONES LUBRICADOS    ,GENERICOS,PRIMER NIVEL,HOSPITALARIO,INSUMOS,P B S,MATERIALES,DM,PBS 2021,199
31936068G5,CONDROITINA DE SODIO 1.8 MG + HIALURONATO 1 MG (/ML) SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01KA51,INCLUSION 2022,199
32043456G5,CONDROITINA 1200 MG + GLUCOSAMINA 1500 MG + METILSULFONILMETANO 2400 MG  POLVO GRANULADO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M01AX98,INCLUSION 2022,199
32120351G5,CONTREAC ESPUMA LIMPIADORA   LOCION TOPICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA TOPICA,VENTAS IPS,MATERIALES,DM,VENTAS IPS,199
32227267G5,CROMOGLICATO SODICO (2%) 20 MG/ML  SOLUCION NASAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA RESPIRATORIA,P B S,SISTEMA RESPIRATORO,R01AC01,PBS 2021,199
32227268G5,CROMOGLICATO SODICO (2%) 20 MG/ML  SOLUCION OFTALMICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01GX01,PBS 2021,199
32228567G5,CROMOGLICATO SODICO (4%) 40 MG/ML  SOLUCION NASAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA RESPIRATORIA,P B S,SISTEMA RESPIRATORO,R01AC01,PBS 2021,199
32228568G5,CROMOGLICATO SODICO (4%) 40 MG/ML  SOLUCION OFTALMICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA OFTALMICA,P B S,OFTALMICOS,R01AC01,PBS 2021,199
32325851G5,CROTAMITON (10%) 10 GR/100ML  LOCION TOPICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA TOPICA,P B S,ANTIPARASITARIOS,D11AX98,PBS 2021,199
32441835G5,DABIGATRAN 110 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,B01AE07,MIXTO,101
32445935G5,DABIGATRAN 150 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,B01AE07,MIXTO,101
32681675G5,DABRAFENIB 75 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ONCOLOGIA,L01XE23,PBS 2021,199
32737966G5,DALTEPARINA S DICA 10.000 UI/0.4ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,CARDIOVASCULAR,B01AB04,PBS 2021,199
32758766G5,DALTEPARINA S DICA 2.500 UI/0.2ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,CARDIOVASCULAR,B01AB04,PBS 2021,199
32772866G5,DALTEPARINA S DICA 5.000 UI/0.2ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,CARDIOVASCULAR,B01AB04,PBS 2021,199
32782166G5,DALTEPARINA S DICA 7.500 UI/0.3ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,CARDIOVASCULAR,B01AB04,PBS 2021,199
32854835G5,DANAZOL 200 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,GINECOLOGIA,G03XA01,PBS 2021,199
32936775G5,DAPAGLIFLOZINA 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DIABETES,A10BX09,PBS 2021,101
33036875G5,DAPAGLIFLOZINA 10 MG + METFORMINA 1.000 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DIABETES,A10BX09,PBS 2021,101
33070975G5,DAPAGLIFLOZINA 5 MG + METFORMINA 1.000 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DIABETES,A10BX09,PBS 2021,101
33174066G5,DARBEPOETINA 50 MCG/0.5ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,NEFROLOGIA,B03XA02,INCLUSION 2022,199
33245175G5,DARIFENACINA 15 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,UROLOGIA,G04BD10,PBS 2021,199
33280575G5,DARIFENACINA 7.5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,UROLOGIA,G04BD10,PBS 2021,199
33379275G5,DARUNAVIR 600 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,ANTIINFECCIOSOS,J05AE10,NO PBS,199
33383575G5,DARUNAVIR 800 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,ANTIINFECCIOSOS,J05AE10,NO PBS,199
33483675G5,DARUNAVIR 800 MG + COBICISTAT 150 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J05AR14,INCLUSION 2022,199
33538875G5,DASATINIB 100 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ONCOLOGIA,L01XE06,INCLUSION 2022,199
33649075G5,DEFERASIROX 180 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,AGENTES QUELANTES,V03AC03,INCLUSION 2022,199
33658375G5,DEFERASIROX 250 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,AGENTES QUELANTES,V03AC03,INCLUSION 2022,199
33665775G5,DEFERASIROX 360 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,AGENTES QUELANTES,V03AC03,INCLUSION 2022,199
33675875G5,DEFERASIROX 500 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,AGENTES QUELANTES,V03AC03,INCLUSION 2022,199
33760975G5,DEFLAZACORT 30 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CORTICOESTEROIDES,H02AB13,INCLUSION 2022,199
33778275G5,DEFLAZACORT 6 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CORTICOESTEROIDES,H02AB13,INCLUSION 2022,199
33882858G5,DEGARELIX 80 MG  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,ENDOCRINOLOGIA,L02BX02,PBS 2021,199
33959069G5,DELTA TETRAHIDROCANNABINOL 27 MG + CANNABIDIOL 25 MG (/10ML) SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,NEUROLOGIA,N03AX24,INCLUSION 2022,102
34043266G5,DENOSUMAB 120 MG/1.7ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,REUMATOLOGIA,M05BX04,MIXTO,199
34079166G5,DENOSUMAB 60 MG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,REUMATOLOGIA,M05BX04,MIXTO,199
34122350G5,DESLORATADINA (0.05%) 0.05 GR/100ML  JARABE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,R06AX27,PBS 2021,199
34170875G5,DESLORATADINA 5 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,R06AX27,PBS 2021,199
34236667G5,DESMOPRESINA 10 MCG/ML  SOLUCION NASAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA RESPIRATORIA,P B S,ENDOCRINOLOGIA,H01BA02,INCLUSION 2022,101
34242775G5,DESMOPRESINA 120 MCG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ENDOCRINOLOGIA,H01BA02,INCLUSION 2022,101
34245066G5,DESMOPRESINA 15 MCG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,ENDOCRINOLOGIA,H01BA02,PBS 2021,199
34423068G5,DEXAMETASONA (0.1%) 1 MG/ML  SOLUCION OFTALMICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01BA01,PBS 2021,199
34432675G5,DEXAMETASONA 0.7 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CORTICOESTEROIDES,H02AB02,PBS 2021,199
34432683G5,DEXAMETASONA 0.7 MG  IMPLANTE INTRAVITREO,GENERICOS,ALTO COSTO,MX_AP_ESP,APLICA_FOCA,P B S,OFTALMICOS,S01BA01,INCLUSION 2022,199
34467066G5,DEXAMETASONA 4 MG/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,CORTICOESTEROIDES,H02AB02,PBS 2021,199
34482466G5,DEXAMETASONA 8 MG/2ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,CORTICOESTEROIDES,H02AB02,PBS 2021,199
34522780G5,DEXAMETASONA (0.1 %) 100 MG + LIDOCAINA (0.2 %) 200 MG (/100 GR) UNGUENTO TOPICO,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA TOPICA,P B S,CORTICOESTEROIDES,C05AA09,PBS 2021,199
34633968G5,DEXAMETASONA 1 MG + NEOMICINA 3.5 MG (/ML) SOLUCION OFTALMICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01AA20,PBS 2021,199
34734168G5,DEXAMETASONA 1 MG + NEOMICINA 3.5 MG + POLIMIXINA 6.000 UI (/ML) SOLUCION OFTALMICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01AA20,PBS 2021,199
34847266G5,DEXAMETASONA ACETATO 16 MG + DEXAMETASONA FOSFATO 4 MG (/2ML) SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,CORTICOESTEROIDES,H02AB02,PBS 2021,199
35178875G5,DEXLANSOPRAZOL 60 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A02BC06,PBS 2021,199
35274175G5,DIACEREINA 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M01AX21,INCLUSION 2022,199
35336775G5,DIAZEPAM 10 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,PSIQUIATRIA,N05BA01,PBS 2021,103
35491769G6,DIBEN DRINK   SOLUCION ORAL   FRASCO X 200 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
35591769G6,DIBEN DRINK KCAL 1.5 KCAL/ML   SOLUCION ORAL   FRASCO X 200 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
35691465G6,DIBEN KCAL 1.5 KCAL/ML   SOLUCION ENTERAL   BOLSA X 1000 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
35691669G6,DIBEN 1.0 KCAL/ML   SOLUCION ORAL   BOLSA X 500 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
35723068G5,DICLOFENACO (0.1%) 1 MG/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01BC03,INCLUSION 2022,199
35724945G5,DICLOFENACO (1%) 1 GR/100 GR  GEL TOPICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,MEDICINA DEL DOLOR,M01AB05,INCLUSION 2022,199
35774175G5,DICLOFENACO 50 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M01AB05,PBS 2021,199
35781966G5,DICLOFENACO 75 MG/3ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,P B S,MEDICINA DEL DOLOR,M01AB05,PBS 2021,199
35857275G5,DICLOFENACO 25 MG + TRAMADOL 25 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,N02AX52,PBS 2021,199
35958359G5,DICLOXACILINA 250 MG  POLVO PARA RECONSTITUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CF01,PBS 2021,199
35975835G5,DICLOXACILINA 500 MG  CAPSULA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CF01,PBS 2021,199
36049775G5,DIENOGEST 2 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTICONCEPTIVOS,G03DB08,INCLUSION 2022,104
36150175G5,DIENOGEST 2 MG + ESTRADIOL 1 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTICONCEPTIVOS,G03FA15,INCLUSION 2022,104
36249875G5,DIENOGEST 2 MG + ETINILESTRADIOL 0.03 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTICONCEPTIVOS,G03FA15,INCLUSION 2022,104
36250475G5,DIENOGEST 2 MG + ETINILESTRADIOL 20 MCG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTICONCEPTIVOS,G03FA15,INCLUSION 2022,104
36342650G5,DIFENHIDRAMINA 12.5 MG/5ML  JARABE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,R06AA02,PBS 2021,199
36442150G5,DIHIDROCODEINA 12.1 MG/5ML  JARABE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,N02AA08,PBS 2021,199
36567375G5,DIHIDROERGOTOXINA 4.5 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C04AE01,PBS 2021,101
36678875G5,DILTIAZEM 60 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C08DB01,PBS 2021,101
36774175G5,DIMENHIDRINATO 50 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,V RTIGO,N07CA91,PBS 2021,199
36833244G5,DIMETICONA 1 GR + MAGALDRATO 8 GR (/100ML) GEL ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A02AF01,INCLUSION 2022,199
36980069G5,DIMETILPOLISILOXANO 66.6 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A03AX13,INCLUSION 2022,199
37169975G5,DIOSMINA 450 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C05CA03,INCLUSION 2022,199
37179275G5,DIOSMINA 600 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C05CA53,INCLUSION 2022,199
37270075G5,DIOSMINA 450 MG + HESPERIDINA 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C05CA53,INCLUSION 2022,199
37287669G5,DIOSMINA 900 MG + HESPERIDINA 100 MG  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C05CA53,INCLUSION 2022,199
37333566G5,DIPIRONA 1 GR2/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,VENTAS IPS,Z-NOAGRUPADO,N02BB02,VENTAS IPS,199
37375875G5,DIPIRONA 500 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANALGESICOS BASICOS,N02BB02,PBS 2021,199
37497169G5,DIPIRONA 300 MG + ISOMETEPTENO 50 MG + CAFEINA 30 MG (/ML) SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,N02BB52,INCLUSION 2022,199
37497175G5,DIPIRONA 300 MG + ISOMETEPTENO 50 MG + CAFEINA 30 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,N02BB52,PBS 2021,199
37520331G5,DISPOSITIVO INTRAUTERINO   -,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,NO PBS,Z-NOAGRUPADO,DM,NO PBS,199
37658375G6,DIVALPROATO DE SODIO 250 MG  TABLETA   VALCOTE,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AG01,PBS 2021,102
37675875G6,DIVALPROATO DE SODIO 500 MG  TABLETA   VALCOTE,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AG01,PBS 2021,102
37676766G5,DIVALPROATO DE SODIO 500 MG/5ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,VENTAS IPS,ANTIEPILEPTICOS,N03AG01,VENTAS IPS,199
37758666G5,DOBUTAMINA 250 MG/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,VENTAS IPS,Z-NOAGRUPADO,C01CA07,VENTAS IPS,199
37874175G5,DOLUTEGRAVIR 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J05AX12,INCLUSION 2022,199
37934469G5,DOMPERIDONA 1 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A03FA03,PBS 2021,199
37936775G5,DOMPERIDONA 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A03FA03,PBS 2021,199
38070875G5,DONEPECILO 5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06DA02,PBS 2021,103
38152571G5,DORNASA ALFA 2.5 MG/2.5Ml  SOLUCION PARA INHALAR,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,ENF. HUERFANAS,R05CB13,INCLUSION 2022,199
38253768G5,DORZOLAMIDA 20 MG(/ML)  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01EC03,INCLUSION 2022,199
38327068G5,DORZOLAMIDA (2%) 20 MG + TIMOLOL (0.5%) 5 MG (/ML) SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01EC03,INCLUSION 2022,199
38566575G5,DOXAZOSINA 4 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C02CA04,PBS 2021,101
38638835G5,DOXICICLINA 100 MG  CAPSULA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01AA02,PBS 2021,199
38767475G5,DOXOFILINA 40 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,J01AA02,PBS 2021,199
38768375G5,DOXOFILINA 400 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,R03DA11,INCLUSION 2022,199
38859775G5,DROSPIRENONA 3 MG + ETINILESTRADIOL 0.02 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTICONCEPTIVOS,G03AA12,INCLUSION 2022,104
39060935G5,DULOXETINA 30 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06AX21,MIXTO,103
39078835G5,DULOXETINA 60 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06AX21,MIXTO,103
39144733G5,DUODERM CGF 15 CM X 15 CM  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,APOSITOS,VENTAS IPS,Z-NOAGRUPADO,MAT,VENTAS IPS,199
39153133G5,DUODERM CGF 20 CM X 30 CM  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,APOSITOS,VENTAS IPS,Z-NOAGRUPADO,MAT,VENTAS IPS,199
39260545G5,DUODERM GEL 30 GR  GEL TOPICO,GENERICOS,PRIMER NIVEL,DISPOSITIVOS,APOSITOS,VENTAS IPS,Z-NOAGRUPADO,MAT,VENTAS IPS,199
39362566G5,DUPILUMAB 300 MG/2ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,DERMATOLOGICOS,D11AH05,INCLUSION 2022,199
39398966G5,DUPILUMAB 200 MG/2ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,DERMATOLOGICOS,D11AH05,INCLUSION 2022,199
39479275G5,EFAVIRENZ 600 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J05AG03,INCLUSION 2022,199
39556875G5,ELTROMBOPAG 25 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ANTIHEMORRAGICOS,B02BX05,INCLUSION 2022,199
39574175G5,ELTROMBOPAG 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ANTIHEMORRAGICOS,B02BX05,INCLUSION 2022,199
39661266G5,EMICIZUMAB 30 MG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,HOSPITAL D A,P B S,ANTIHEMORRAGICOS,B02BX06,INCLUSION 2022,199
39736775G5,EMPAGLIFLOZINA 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DIABETES,A10BX12,PBS 2021,101
39756875G5,EMPAGLIFLOZINA 25 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DIABETES,A10BX12,PBS 2021,101
39842375G5,EMPAGLIFLOZINA 12.5 MG + METFORMINA 1.000 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DIABETES,A10BD20,PBS 2021,101
39842575G5,EMPAGLIFLOZINA 12.5 MG + METFORMINA 850 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DIABETES,A10BD20,PBS 2021,101
39953475G5,ENALAPRIL 20 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09AA02,PBS 2021,101
39970875G5,ENALAPRIL 5 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09AA02,PBS 2021,101
40088757G6,ENFAMIL PREMIUM   POLVO ORAL   LATA X 375 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
40188857G6,ENFAMIL PREMIUM AR   POLVO ORAL   LATA X 900 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
